ortho_dose,pipe_material,date,location,lead,lead_dissolved,lead_part,cens_lead_part,cens_lead_dissolved,date_yday,date_numeric,scaled_lead_dissolved,scaled_lead_part,scaled_lead,d_x,.prediction_lead_dissolved,.prediction_lead_part
0-0.5,Pb #2,2019-10-16,LP13,0.0371,0.0333,0.00379999999999999,left,none,0.7917808219178082,2.791780821917808,1.5259211846796474,-1.8222276595787372,2.0395808500795325,1.1428571428571428,1.5259211846796474,-8.856388190855471
0-0.5,Pb #2,2019-10-22,LP13,0.0393,0.0315,0.0078,left,none,0.8082191780821918,2.808219178082192,1.4607441275311475,-1.8222276595787372,2.0767544967361093,0.8571428571428571,1.4607441275311475,-2.1466445564122125
0-0.5,Pb #2,2019-10-30,LP13,0.0338,0.0273,0.00649999999999999,none,none,0.8301369863013699,2.83013698630137,1.086720995324122,-0.18851203460710897,1.9794679918701867,1.1428571428571428,1.086720995324122,-0.18851203460710897
0-0.5,Pb #2,2019-11-06,LP13,0.0265,0.0239,0.00259999999999999,none,none,0.8493150684931506,2.8493150684931505,0.7867764355492831,1.1389974437525996,1.8224582646861371,1,0.7867764355492831,1.1389974437525996
0-0.5,Pb #2,2019-11-12,LP13,0.0248,0.0191,0.0057,none,none,0.8657534246575342,2.8657534246575342,0.23775322388195608,0.17957159456886096,1.7796747589511086,0.8571428571428571,0.23775322388195608,0.17957159456886096
0-0.5,Pb #2,2019-11-20,LP13,0.0229,0.0192,0.0037,none,none,0.8876712328767123,2.887671232876712,0.8030379770939022,0.6068636361105895,1.7282406965074577,1.1428571428571428,0.8030379770939022,0.6068636361105895
0-0.5,Pb #2,2019-11-26,LP13,0.0261,0.0219,0.0042,none,none,0.9041095890410958,2.904109589041096,0.5900360966745914,1.084603879148285,1.81264376012042,0.8571428571428571,0.5900360966745914,1.084603879148285
0-0.5,Pb #2,2019-12-04,LP13,0.0279,0.0234,0.0045,none,none,0.926027397260274,2.926027397260274,0.4534889200687687,0.8482616093351196,1.8556791195901887,1.1428571428571428,0.4534889200687687,0.8482616093351196
0-0.5,Pb #2,2019-12-17,LP13,0.044,0.0371,0.00689999999999999,none,none,0.9616438356164384,2.9616438356164383,0.7425235212417629,0.29425811796691165,2.149649895428454,1.8571428571428572,0.7425235212417629,0.29425811796691165
0-0.5,Pb #2,2020-01-01,LP13,0.0919,0.0884,0.00349999999999998,none,none,0.00273224043715847,3.0027322404371586,2.327916521651127,-0.46315384980518093,2.6249142440005127,2.142857142857143,2.327916521651127,-0.46315384980518093
0-0.5,Pb #2,2020-01-07,LP13,0.0935,0.0896,0.0039,none,none,0.01912568306010929,3.019125683060109,1.7113557097883811,-0.10607653405292206,2.636052233321319,0.8571428571428571,1.7113557097883811,-0.10607653405292206
0-0.5,Pb #2,2020-01-15,LP13,0.0391,0.0343,0.0048,none,none,0.04098360655737704,3.040983606557377,1.2294168019285259,0.21987745450959917,2.073462187370658,1.1428571428571428,1.2294168019285259,0.21987745450959917
0-0.5,Pb #2,2020-01-21,LP13,0.0266,0.0233,0.00329999999999999,none,none,0.05737704918032787,3.057377049180328,0.8790252489800344,0.7237374327224559,1.8248887430239809,0.8571428571428571,0.8790252489800344,0.7237374327224559
0-0.5,Pb #2,2020-01-29,LP13,0.0213,0.0163,0.005,none,none,0.07923497267759563,3.079234972677596,0.7734020901821655,1.5685227559818125,1.6815023569332646,1.1428571428571428,0.7734020901821655,1.5685227559818125
0-0.5,Pb #2,2020-02-04,LP13,0.0224,0.0189,0.00349999999999999,none,none,0.09562841530054644,3.0956284153005464,0.8613746816620556,0.6788306079517565,1.7139952783532524,0.8571428571428571,0.8613746816620556,0.6788306079517565
0-0.5,Pb #2,2020-02-11,LP13,0.0235,0.0173,0.0062,none,none,0.11475409836065574,3.1147540983606556,0.5581545900088414,0.5018860878889542,1.7449301932190528,1,0.5581545900088414,0.5018860878889542
0-0.5,Pb #2,2020-02-18,LP13,0.0174,0.0143,0.00309999999999999,none,none,0.13387978142076504,3.133879781420765,0.37598735110173964,0.135943805153523,1.5510006794214195,1,0.37598735110173964,0.135943805153523
0-0.5,Pb #2,2020-02-25,LP13,0.0071,0.0055,0.0016,none,none,0.15300546448087432,3.1530054644808745,0.2778211741760591,0.5732523408260095,0.9725774754753428,1,0.2778211741760591,0.5732523408260095
0-0.5,Pb #2,2020-03-10,LP13,0.023,0.0183,0.00469999999999999,none,none,0.1912568306010929,3.191256830601093,0.29878111390899287,1.0970721764485973,1.7310524274739008,2,0.29878111390899287,1.0970721764485973
0-0.5,Pb #2,2020-03-17,LP13,0.0183,0.0162,0.0021,none,none,0.2103825136612022,3.210382513661202,0.42857480168003526,0.25857006586981657,1.5835432672825198,1,0.42857480168003526,0.25857006586981657
0-0.5,Pb #2,2020-03-25,LP13,0.0162,0.0101,0.00609999999999999,none,none,0.23224043715846995,3.23224043715847,0.3950136225394911,0.10072983758984633,1.504888836241908,1.1428571428571428,0.3950136225394911,0.10072983758984633
0-0.5,Pb #2,2020-04-01,LP13,0.0139,0.0084,0.0055,none,none,0.25136612021857924,3.251366120218579,0.5387068357553308,0.16688306945110054,1.4060802921557167,1,0.5387068357553308,0.16688306945110054
0-0.5,Pb #2,2020-04-08,LP13,0.0138,0.0113,0.0025,none,none,0.27049180327868855,3.2704918032786887,0.34779141982578515,0.5594577983428735,1.401421129417872,1,0.34779141982578515,0.5594577983428735
0-0.5,Pb #2,2020-04-15,LP13,0.0108,0.0094,0.0014,none,none,0.2896174863387978,3.289617486338798,0.3461943226310791,0.9857650226069791,1.2432457555429075,1,0.3461943226310791,0.9857650226069791
0-0.5,Pb #2,2020-04-22,LP13,0.0096,0.0041,0.00549999999999999,none,none,0.3087431693989071,3.308743169398907,0.04400699865392793,0.7265391550902389,1.1672413949038276,1,0.04400699865392793,0.7265391550902389
0-0.5,Pb #2,2020-04-28,LP13,0.012,0.0065,0.0055,none,none,0.3251366120218579,3.3251366120218577,0.33802170182035934,1.1106068684188921,1.311233972899936,0.8571428571428571,0.33802170182035934,1.1106068684188921
0-0.5,Pb #2,2020-05-05,LP13,0.017,0.0147,0.0023,none,none,0.3442622950819672,3.3442622950819674,0.29457189175625303,0.30424419926597224,1.5359932300938006,1,0.29457189175625303,0.30424419926597224
0-0.5,Pb #2,2020-05-12,LP13,0.0173,0.0151,0.00219999999999999,none,none,0.3633879781420765,3.363387978142077,1.1066392700715473,-0.5739852527595277,1.5472814112817614,1,1.1066392700715473,-0.5739852527595277
0-0.5,Pb #2,2020-05-20,LP13,0.025,0.0236,0.0014,none,none,0.38524590163934425,3.3852459016393444,0.808833803285594,0.6025564445671469,1.7848578489520737,1.1428571428571428,0.808833803285594,0.6025564445671469
0-0.5,Pb #2,2020-05-26,LP13,0.02,0.0123,0.0077,none,none,0.4016393442622951,3.401639344262295,1.399138832373095,0.14111509632167657,1.6408652709559652,0.8571428571428571,1.399138832373095,0.14111509632167657
0-0.5,Pb #2,2020-06-02,LP13,0.0262,0.0227,0.00349999999999999,none,none,0.4207650273224044,3.420765027322404,1.1989426573747122,2.218920068383169,1.815111416037109,1,1.1989426573747122,2.218920068383169
0-0.5,Pb #2,2020-06-09,LP13,0.0223,0.0215,8.000000000000021e-4,none,none,0.4398907103825137,3.439890710382514,0.9445530313430262,0.5651763713086193,1.7111080644277423,1,0.9445530313430262,0.5651763713086193
0-0.5,Pb #2,2020-06-16,LP13,0.0269,0.0227,0.00419999999999999,none,none,0.45901639344262296,3.459016393442623,0.8171386556366115,1.994343429134639,1.8321257299334837,1,0.8171386556366115,1.994343429134639
0-0.5,Pb #2,2020-06-23,LP13,0.0323,0.0305,0.0018,none,none,0.4781420765027322,3.478142076502732,0.15863143235776622,1.0281557202026566,1.950175917527342,1,0.15863143235776622,1.0281557202026566
0-0.5,Pb #2,2020-06-30,LP13,0.0278,0.0266,0.00119999999999999,none,none,0.4972677595628415,3.4972677595628414,0.41574898172461827,0.38395791303758353,1.853362092914638,1,0.41574898172461827,0.38395791303758353
0-0.5,Pb #2,2020-07-07,LP13,0.0277,0.0233,0.00439999999999999,none,none,0.5163934426229508,3.5163934426229506,0.818712128947669,0.31924479547734336,1.8510367165753712,1,0.818712128947669,0.31924479547734336
0-0.5,Pb #2,2020-07-14,LP13,0.028,0.0254,0.0026,none,none,0.5355191256830601,3.5355191256830603,0.9239285452983947,-1.3747806561858313,1.8579878563493608,1,0.9239285452983947,-1.3747806561858313
0-0.5,Pb #2,2020-07-21,LP13,0.0341,0.0294,0.00469999999999999,none,none,0.5546448087431693,3.5546448087431695,0.8720896863525123,0.18927030676881895,1.9851701606607852,1,0.8720896863525123,0.18927030676881895
0-0.5,Pb #2,2020-07-28,LP13,0.0412,0.0357,0.00549999999999999,none,none,0.5737704918032787,3.5737704918032787,0.8004136511502997,0.887095600928519,2.1072211077431287,1,0.8004136511502997,0.887095600928519
0-0.5,Pb #2,2020-08-04,LP13,0.0413,0.0377,0.0036,none,none,0.592896174863388,3.592896174863388,0.8961100591195397,0.423896833907992,2.108785450899162,1,0.8961100591195397,0.423896833907992
0-0.5,Pb #2,2020-08-11,LP13,0.0349,0.031,0.0039,none,none,0.6120218579234973,3.612021857923497,0.8633907751640473,0.8530417878760791,2.0001341062308313,1,0.8633907751640473,0.8530417878760791
0-0.5,Pb #2,2020-08-18,LP13,0.0304,0.0264,0.004,none,none,0.6311475409836066,3.6311475409836063,0.9831294594510741,0.9268326450455275,1.9110553803933985,1,0.9831294594510741,0.9268326450455275
0-0.5,Pb #2,2020-08-26,LP13,0.0283,0.025,0.00329999999999999,none,none,0.6530054644808743,3.6530054644808745,1.077145629963729,1.028749313312962,1.8648649150711356,1.1428571428571428,1.077145629963729,1.028749313312962
0-0.5,Pb #2,2020-09-01,LP13,0.0324,0.0209,0.0115,none,none,0.6693989071038251,3.669398907103825,0.9901944787809208,0.7891758414552973,1.9521706370008296,0.8571428571428571,0.9901944787809208,0.7891758414552973
0-0.5,Pb #2,2020-09-09,LP13,0.0218,0.0153,0.0065,none,none,0.6912568306010929,3.691256830601093,0.677134693050306,1.176972417572601,1.696474983064748,1.1428571428571428,0.677134693050306,1.176972417572601
0-0.5,Pb #2,2020-09-15,LP13,0.019,0.0136,0.0054,none,none,0.7076502732240437,3.707650273224043,0.54072008467700206,1.4213250700595785,1.6077661576305855,0.8571428571428571,0.54072008467700206,1.4213250700595785
0-0.5,Pb #2,2020-09-22,LP13,0.0148,0.0113,0.0035,none,none,0.726775956284153,3.726775956284153,0.35825623723886146,0.9721044475519356,1.4465647935172818,1,0.35825623723886146,0.9721044475519356
0-0.5,Pb #2,2020-09-29,LP13,0.0156,0.0077,0.00789999999999999,none,none,0.7459016393442623,3.7459016393442623,0.15687693353437523,0.23859916992287555,1.4805353333570468,1,0.15687693353437523,0.23859916992287555
0-0.5,Pb #2,2020-10-06,LP13,0.0113,0.0062,0.00509999999999999,none,none,0.7650273224043715,3.765027322404371,0.15442668160427653,0.22659912221149311,1.2724494374584765,1,0.15442668160427653,0.22659912221149311
0-0.5,Pb #2,2020-10-13,LP13,0.0088,0.005,0.0038,none,none,0.7841530054644809,3.7841530054644807,0.2418023450149005,0.0414460270820457,1.1110937159145038,1,0.2418023450149005,0.0414460270820457
0-0.5,Pb #2,2020-10-20,LP13,0.0063,0.0046,0.0017,none,none,0.8032786885245902,3.80327868852459,0.04041708900188994,-0.20924873896779328,0.8954360374744894,1,0.04041708900188994,-0.20924873896779328
0-0.5,Pb #2,2020-11-04,LP13,0.0064,0.0047,0.0017,none,none,0.8442622950819673,3.8442622950819674,0.06273329263239477,0.28869830011100056,0.9055983142048272,2.142857142857143,0.06273329263239477,0.28869830011100056
0-0.5,Pb #2,2020-11-10,LP13,0.0058,0.0046,0.00119999999999999,none,none,0.860655737704918,3.860655737704918,-0.1269321423727622,0.6877803248538155,0.8420757979634975,0.8571428571428571,-0.1269321423727622,0.6877803248538155
0-0.5,Pb #2,2020-11-16,LP13,0.0052,0.0043,8.999999999999998e-4,none,none,0.8770491803278688,3.8770491803278686,-0.24259798092398666,0.05976872812725961,0.7716104518991247,0.8571428571428571,-0.24259798092398666,0.05976872812725961
0-0.5,Pb #2,2020-11-25,LP13,0.0047,0.0042,5.000000000000004e-4,none,none,0.9016393442622952,3.901639344262295,-0.27525371433490764,0.5765750989514031,0.7063740137051018,1.2857142857142858,-0.27525371433490764,0.5765750989514031
0-0.5,Pb #2,2020-12-01,LP13,2e-4,2e-4,2e-4,none,none,0.918032786885246,3.918032786885246,-0.14394626751656867,-0.10271291072533134,-1.33081068958978,0.8571428571428571,-0.14394626751656867,-0.10271291072533134
0-0.5,Pb #2,2020-12-09,LP13,0.0045,0.0035,9.999999999999996e-4,none,none,0.9398907103825136,3.939890710382514,-0.21631043340440376,-0.30837252716864144,0.678313452081094,1.1428571428571428,-0.21631043340440376,-0.30837252716864144
0-0.5,Pb #2,2020-12-15,LP13,0.0049,0.0036,0.0013,none,none,0.9562841530054644,3.956284153005464,-0.09127601898192148,0.2739028777763729,0.7332650394659923,0.8571428571428571,-0.09127601898192148,0.2739028777763729
0-0.5,Pb #2,2021-01-05,LP13,0.0056,0.0039,0.0017,none,none,0.0136986301369863,4.013698630136986,0.06005387675330695,-0.29103852001261976,0.81943167683541,3,0.06005387675330695,-0.29103852001261976
0-0.5,Pb #2,2021-01-13,LP13,0.0049,0.0038,0.00109999999999999,none,none,0.03561643835616438,4.035616438356165,0.013345560233136017,0.09160754561355455,0.7332650394659923,1.1428571428571428,0.013345560233136017,0.09160754561355455
0-0.5,Pb #2,2021-01-19,LP13,0.0048,0.0034,0.00139999999999999,none,none,0.05205479452054794,4.052054794520548,-0.11076820362491979,-0.34895351822703974,0.7199595941449063,0.8571428571428571,-0.11076820362491979,-0.34895351822703974
0-0.5,Pb #2,2021-01-26,LP13,0.0051,0.0034,0.0017,none,none,0.07123287671232877,4.071232876712329,-0.007756072412669152,0.01607484213090926,0.7590801312788502,1,-0.007756072412669152,0.01607484213090926
0-0.5,Pb #2,2021-02-02,LP13,0.0051,0.0043,8.000000000000004e-4,none,none,0.0904109589041096,4.090410958904109,-0.3755715161767902,0.1998616723993899,0.7590801312788502,1,-0.3755715161767902,0.1998616723993899
0-0.5,Pb #2,2021-02-09,LP13,0.0059,0.0033,0.0026,none,none,0.1095890410958904,4.109589041095891,-0.3744354293027299,-0.10039594508053323,0.8531066859918159,1,-0.3744354293027299,-0.10039594508053323
0-0.5,Pb #2,2021-02-17,LP13,0.0055,0.0033,0.00219999999999999,none,none,0.13150684931506848,4.131506849315069,-0.6656926161308053,-0.4856487704068969,0.8078044931516907,1.1428571428571428,-0.6656926161308053,-0.4856487704068969
0-0.5,Pb #2,2021-02-23,LP13,0.005,0.004,0.001,none,none,0.14794520547945206,4.147945205479452,-0.6707984817904067,-0.021575749786561793,0.7463016694381228,0.8571428571428571,-0.6707984817904067,-0.021575749786561793
0-0.5,Pb #2,2021-03-09,LP13,0.0052,0.0051,2e-4,none,none,0.1863013698630137,4.186301369863013,-0.41503022853579474,-1.241394137610225,0.7716104518991247,2,-0.41503022853579474,-1.241394137610225
0-0.5,Pb #2,2021-03-23,LP13,0.0043,0.0036,7.000000000000001e-4,none,none,0.22465753424657536,4.2246575342465755,-0.5128116024245732,-0.6219453926631499,0.6489769805291205,2,-0.5128116024245732,-0.6219453926631499
0-0.5,Pb #2,2021-04-06,LP13,0.0045,0.0038,6.999999999999997e-4,none,none,0.26301369863013696,4.263013698630137,-0.2765531611429475,-1.403708177820968,0.678313452081094,2,-0.2765531611429475,-1.403708177820968
0-0.5,Pb #2,2021-04-21,LP13,0.0047,0.0042,5.000000000000004e-4,none,none,0.3041095890410959,4.304109589041096,-0.3065420081587276,-0.8204118082444106,0.7063740137051018,2.142857142857143,-0.3065420081587276,-0.8204118082444106
0-0.5,Pb #2,2021-05-06,LP13,0.0093,0.0086,6.999999999999992e-4,none,none,0.3452054794520548,4.345205479452055,-0.12724530689759733,-0.19376457005192133,1.1467542381322668,2.142857142857143,-0.12724530689759733,-0.19376457005192133
0-0.5,Pb #2,2021-05-19,LP13,0.0105,0.0095,0.001,none,none,0.3808219178082192,4.380821917808219,0.3274057017155304,-0.8113284491507481,1.2250673355305184,1.8571428571428572,0.3274057017155304,-0.8113284491507481
0-0.5,Pb #2,2021-06-01,LP13,0.582,0.0103,0.5717,none,none,0.4164383561643836,4.416438356164384,0.5972623190194222,-0.14232345927255044,3.815973073046404,1.8571428571428572,0.5972623190194222,-0.14232345927255044
0-0.5,Pb #2,2021-06-15,LP13,0.0128,0.0119,8.999999999999998e-4,none,none,0.4547945205479452,4.454794520547945,1.479814095781333,-0.6781124030535627,1.3528801149637484,2,1.479814095781333,-0.6781124030535627
0-0.5,Pb #2,2021-06-29,LP13,0.0189,0.0159,0.00299999999999999,none,none,0.4931506849315068,4.493150684931507,0.9272766755050335,-0.4125062163785729,1.6043609189324115,2,0.9272766755050335,-0.4125062163785729
0-0.5,Pb #2,2021-07-13,LP13,0.0207,0.0174,0.0033,none,none,0.5315068493150685,4.531506849315068,1.2323812017132694,0.7556253518635077,1.6630642101168724,2,1.2323812017132694,0.7556253518635077
0-0.5,Pb #2,2021-07-27,LP13,0.0148,0.0081,0.0067,none,none,0.5698630136986301,4.5698630136986305,0.8927052148618311,0.991945505440417,1.4465647935172818,2,0.8927052148618311,0.991945505440417
0-0.5,Pb #2,2021-08-10,LP13,0.0165,0.0071,0.0094,none,none,0.6082191780821918,4.608219178082192,0.763759025298282,0.740724099767804,1.5167293746096122,2,0.763759025298282,0.740724099767804
0-0.5,Pb #2,2021-08-24,LP13,0.0136,0.009,0.0046,none,none,0.6465753424657534,4.646575342465754,0.8614141120003471,-0.5049714721369389,1.3920006520976922,2,0.8614141120003471,-0.5049714721369389
0-0.5,Pb #2,2021-09-07,LP13,0.0166,0.0126,0.004,none,none,0.684931506849315,4.684931506849315,1.2516143579005965,0.789431778161244,1.5206284271722033,2,1.2516143579005965,0.789431778161244
0-0.5,Pb #2,2021-09-21,LP13,0.0142,0.0089,0.0053,none,none,0.7232876712328767,4.723287671232876,0.6647971302943858,1.5113548488175368,1.4198592762342643,2,0.6647971302943858,1.5113548488175368
1.0,Pb-Cu,2017-09-27,LP21,0.0465,0.0403,0.00619999999999999,none,none,0.7397260273972602,0.7397260273972602,-0.22060410771639874,0.1452353529833692,2.1853104176462175,0,-0.22060410771639874,0.1452353529833692
1.0,Pb-Cu,2017-10-04,LP21,0.018,0.0167,0.00129999999999999,none,none,0.7589041095890411,0.7589041095890411,-0.17097040856534093,-0.7123583036453959,1.5728770535989367,1,-0.17097040856534093,-0.7123583036453959
1.0,Pb-Cu,2017-10-17,LP21,0.015,0.0149,2e-4,none,none,0.7945205479452054,0.7945205479452054,-0.08275906353073753,-0.14829867540867203,1.4552265508960442,1.8571428571428572,-0.08275906353073753,-0.14829867540867203
1.0,Pb-Cu,2017-10-24,LP21,0.012,0.0112,8.000000000000004e-4,none,none,0.8136986301369863,0.8136986301369863,-0.061670523218394446,-0.6637918172989332,1.311233972899936,1,-0.061670523218394446,-0.6637918172989332
1.0,Pb-Cu,2017-11-07,LP21,0.0062,0.0057,4.999999999999996e-4,none,none,0.852054794520548,0.852054794520548,-0.22182176126629913,3.0619874905861177,0.8851111574332662,2,-0.22182176126629913,3.0619874905861177
1.0,Pb-Cu,2017-11-14,LP21,0.0081,0.0072,8.999999999999998e-4,none,none,0.8712328767123287,0.8712328767123287,-0.3805866087720466,0.694938003016782,1.057607035482987,1,-0.3805866087720466,0.694938003016782
1.0,Pb-Cu,2017-11-21,LP21,0.0033,0.0031,2.000000000000001e-4,none,none,0.8904109589041096,0.8904109589041096,0.9792387532453697,0.2843631601069355,0.47817319509566114,1,0.9792387532453697,0.2843631601069355
1.0,Pb-Cu,2017-11-28,LP21,0.0059,0.0054,4.999999999999996e-4,none,left,0.9095890410958904,0.9095890410958904,-1.8222276595787372,0.034004501060111325,0.8531066859918159,1,-10.884270927646163,0.034004501060111325
1.0,Pb-Cu,2017-12-05,LP21,0.0096,0.0091,4.999999999999987e-4,none,left,0.9287671232876712,0.9287671232876712,-1.8222276595787372,-0.35076075750160696,1.1672413949038276,1,-6.941838767164047,-0.35076075750160696
1.0,Pb-Cu,2017-12-19,LP21,0.0056,0.0047,8.999999999999998e-4,none,left,0.9671232876712328,0.9671232876712328,-1.8222276595787372,-0.9554201111838351,0.81943167683541,2,-2.979070690528887,-0.9554201111838351
1.0,Pb-Cu,2018-01-03,LP21,0.0093,0.0087,5.999999999999998e-4,none,none,0.00821917808219178,1.008219178082192,-1.1763711262963232,2.136706832783527,1.1467542381322668,2.142857142857143,-1.1763711262963232,2.136706832783527
1.0,Pb-Cu,2018-01-09,LP21,0.0079,0.0072,7.00000000000001e-4,left,none,0.02465753424657534,1.0246575342465754,-0.8233585927783156,-1.8222276595787372,1.0414739142853742,0.8571428571428571,-0.8233585927783156,-18.854832841037958
1.0,Pb-Cu,2018-01-16,LP21,0.0071,0.0065,6.000000000000007e-4,left,none,0.04383561643835616,1.0438356164383562,-0.9074713033804933,-1.8222276595787372,0.9725774754753428,1,-0.9074713033804933,-5.287685983788212
1.0,Pb-Cu,2018-01-23,LP21,0.0076,0.0064,0.00119999999999999,left,none,0.06301369863013699,1.063013698630137,-0.6348511059257893,-1.8222276595787372,1.016491778875556,1,-0.6348511059257893,-2.1107024594259873
1.0,Pb-Cu,2018-01-30,LP21,0.0042,0.0045,2e-4,none,none,0.0821917808219178,1.0821917808219177,-0.5615347967958377,-0.9879939395063719,0.6337929567754886,1,-0.5615347967958377,-0.9879939395063719
1.0,Pb-Cu,2018-02-07,LP21,0.0044,0.004,4.000000000000002e-4,none,none,0.10410958904109588,1.104109589041096,-0.1186121333722927,-0.7903019096297902,0.6638119151555825,1.1428571428571428,-0.1186121333722927,-0.7903019096297902
1.0,Pb-Cu,2018-02-13,LP21,0.003,0.0027,2.999999999999999e-4,left,none,0.12054794520547946,1.1205479452054794,-0.16985740477326358,-1.8222276595787372,0.4166703713820932,0.8571428571428571,-0.16985740477326358,-1.8300752473692774
1.0,Pb-Cu,2018-02-20,LP21,0.0047,0.0043,4.000000000000002e-4,none,none,0.13972602739726028,1.1397260273972605,-0.13737024822547955,-1.0866819143788045,0.7063740137051018,1,-0.13737024822547955,-1.0866819143788045
1.0,Pb-Cu,2018-02-28,LP21,0.0091,0.008,0.0011,none,none,0.16164383561643836,1.1616438356164385,-0.04811836269122144,-1.046962227298276,1.1327256152886285,1.1428571428571428,-0.04811836269122144,-1.046962227298276
1.0,Pb-Cu,2018-03-06,LP21,0.0039,0.0047,2e-4,none,none,0.1780821917808219,1.178082191780822,-0.14635061554558038,-1.158684563395275,0.585971731839204,0.8571428571428571,-0.14635061554558038,-1.158684563395275
1.0,Pb-Cu,2018-03-13,LP21,0.0059,0.0045,0.0014,none,none,0.1972602739726027,1.1972602739726028,0.5259911322567238,-0.34423402175770756,0.8531066859918159,1,0.5259911322567238,-0.34423402175770756
1.0,Pb-Cu,2018-03-21,LP21,0.0021,7e-4,0.00139999999999999,none,none,0.2191780821917808,1.2191780821917808,0.10818473200095535,-1.3538553731178968,0.1865111560165673,1.1428571428571428,0.10818473200095535,-1.3538553731178968
1.0,Pb-Cu,2018-03-27,LP21,0.0046,0.0025,0.0021,none,none,0.2356164383561644,1.2356164383561643,0.00662117827022668,-1.527579185829932,0.6924962479599499,0.8571428571428571,0.00662117827022668,-1.527579185829932
1.0,Pb-Cu,2018-04-03,LP21,0.0013,3e-4,0.001,none,none,0.2547945205479452,1.2547945205479452,0.052845670947482715,-1.3149606681790722,-0.12295314961871805,1,0.052845670947482715,-1.3149606681790722
1.0,Pb-Cu,2018-04-10,LP21,0.004,0.0013,0.0027,none,none,0.273972602739726,1.273972602739726,-0.22778187910900005,-0.9376531376225293,0.6023090914420145,1,-0.22778187910900005,-0.9376531376225293
1.0,Pb-Cu,2018-04-17,LP21,0.001,8e-4,2e-4,none,none,0.29315068493150687,1.2931506849315069,-0.41291243656436516,-1.13680141001322,-0.2922545100758283,1,-0.41291243656436516,-1.13680141001322
1.0,Pb-Cu,2018-04-24,LP21,0.0037,7e-4,0.003,none,none,0.31232876712328766,1.3123287671232875,-0.25360278269859804,-1.3815204756473305,0.5520011919994395,1,-0.25360278269859804,-1.3815204756473305
1.0,Pb-Cu,2018-05-04,LP21,0.0027,0.0021,6.000000000000003e-4,none,none,0.33972602739726027,1.3397260273972602,-0.049293969455945,-1.5054588086045209,0.3486821540250649,1.4285714285714286,-0.049293969455945,-1.5054588086045209
1.0,Pb-Cu,2018-05-08,LP21,0.0036,0.0033,2.999999999999999e-4,none,none,0.3506849315068493,1.3506849315068492,-0.17432495904833367,-1.2758012024653544,0.5343208740849856,0.5714285714285714,-0.17432495904833367,-1.2758012024653544
1.0,Pb-Cu,2018-05-15,LP21,0.0016,0.0014,2.000000000000001e-4,none,none,0.3698630136986301,1.36986301369863,-0.28105957065214604,-1.4050345186960027,0.0110347126869848,1,-0.28105957065214604,-1.4050345186960027
1.0,Pb-Cu,2018-05-22,LP21,0.0038,0.0031,7.000000000000001e-4,none,none,0.38904109589041097,1.389041095890411,-0.34000709383922256,-1.7094940561696221,0.5692099781166344,1,-0.34000709383922256,-1.7094940561696221
1.0,Pb-Cu,2018-05-30,LP21,0.0035,0.0034,2e-4,none,none,0.410958904109589,1.410958904109589,-0.4853374010756746,-1.387301238331054,0.5161424540725968,1.1428571428571428,-0.4853374010756746,-1.387301238331054
1.0,Pb-Cu,2018-06-06,LP21,0.0035,0.0032,2.999999999999999e-4,none,none,0.4301369863013699,1.43013698630137,-0.4536070910284263,-1.3382042539347494,0.5161424540725968,1,-0.4536070910284263,-1.3382042539347494
1.0,Pb-Cu,2018-06-13,LP21,7e-4,5e-4,2e-4,none,none,0.4493150684931506,1.4493150684931506,-0.6276869022763236,-0.6321750755741316,-0.5224137254413542,1,-0.6276869022763236,-0.6321750755741316
1.0,Pb-Cu,2018-06-19,LP21,2e-4,2e-4,2e-4,none,none,0.4657534246575342,1.4657534246575343,-0.6195812980530108,-1.3153105459139558,-1.33081068958978,0.8571428571428571,-0.6195812980530108,-1.3153105459139558
1.0,Pb-Cu,2018-06-26,LP21,8e-4,7e-4,2e-4,none,none,0.4849315068493151,1.484931506849315,-0.4580983519088019,-1.4714522282304232,-0.4362470880719366,1,-0.4580983519088019,-1.4714522282304232
1.0,Pb-Cu,2018-07-03,LP21,3e-4,2e-4,2e-4,none,none,0.5041095890410959,1.504109589041096,-0.7170337922388933,-1.014651207408651,-1.0691676088907789,1,-0.7170337922388933,-1.014651207408651
1.0,Pb-Cu,2018-07-10,LP21,5e-4,4e-4,2e-4,none,none,0.5232876712328767,1.523287671232877,-0.795683478797307,-1.1667913865548938,-0.7395363108347497,1,-0.795683478797307,-1.1667913865548938
1.0,Pb-Cu,2018-07-17,LP21,2e-4,2e-4,2e-4,left,left,0.5424657534246575,1.5424657534246575,-1.8222276595787372,-1.8222276595787372,-1.33081068958978,1,-8.376812363007295,-1.8255026562008
1.0,Pb-Cu,2018-07-24,LP21,8e-4,5e-4,3.0000000000000003e-4,none,left,0.5616438356164384,1.5616438356164384,-1.8222276595787372,-0.8715407203146456,-0.4362470880719366,1,-5.566062915711907,-0.8715407203146456
1.0,Pb-Cu,2018-08-07,LP21,0.0011,7e-4,4.000000000000001e-4,left,left,0.6,1.6,-1.8222276595787372,-1.8222276595787372,-0.23075168636226032,2,-3.0157643938385545,-1.8233710397342608
1.0,Pb-Cu,2018-08-14,LP21,2e-4,2e-4,2e-4,none,left,0.6191780821917808,1.6191780821917807,-1.8222276595787372,-1.5894833824360546,-1.33081068958978,1,-2.9991201517062622,-1.5894833824360546
